"longitude","latitude","ID"
2.39338351607721,51.049736384639,4
2.50716061632788,51.0496337071024,5
1.93885595492028,50.9773894595715,13
2.05246639274628,50.9777015383281,14
2.16607787909872,50.9779102717946,15
2.27969018840769,50.9780154424765,16
2.39330281473909,50.9780166234673,17
2.50691539744476,50.9779140703842,18
1.71254321382173,50.9047290978282,25
1.82598634375096,50.9052477925343,26
1.93943141384052,50.9056629701178,27
2.05287780639601,50.9059746319712,28
2.16632537305727,50.9061830116372,29
2.27977373851331,50.9062879526106,30
2.39322237141954,50.9062891347716,31
2.50667094669832,50.9061867408794,32
1.60016774307903,50.8323750847282,37
1.71344449451554,50.832996346089,38
1.82672388106643,50.8335143204092,39
1.94000515349932,50.8339289296241,40
2.05328796104434,50.8342401756675,41
2.1665721111325,50.8344481811308,42
2.27985699871422,50.8345528501587,43
2.3931421169539,50.8345539955581,44
2.5064271796501,50.8344517084285,45
1.60122968680675,50.7606357599303,50
1.7143433327771,50.7612561957864,51
1.82745933603038,50.7617734546884,52
1.94057730047786,50.7621874800824,53
2.05369699926851,50.7624982575637,54
2.16681808782965,50.7627058457374,55
2.27993989913998,50.7628102189662,56
2.3930619882915,50.7628112811542,57
2.50618405129218,50.7627090356488,58
2.61930568796234,50.7625035377599,59
2.73242642773477,50.7621949353252,60
3.07177944795868,50.7606511156857,63
1.60228848076336,50.6888891091514,65
1.71523942994872,50.6895087297819,66
1.82819247507303,50.6900253005016,67
1.94114772588997,50.6904387318812,68
2.05410483242741,50.6907489713466,69
2.16706323704055,50.6909560947167,70
2.28002240878822,50.6910601612507,71
2.3929819881809,50.6910611112614,72
2.50594158414485,50.6909588850615,73
2.61890072068236,50.6907534948483,74
2.73185893422135,50.6904450863639,75
2.84481580267669,50.6900339825946,76
2.95777101031913,50.689520145439,77
3.07072423382349,50.6889030373072,78
3.18367481538231,50.6881825295819,79
1.60334372166159,50.6171352531308,81
1.71613241056124,50.6177540547253,82
1.82892304819229,50.6182699400054,83
1.94171613756858,50.6186827543284,84
2.05451118001492,50.6189924195166,85
2.16730745942197,50.6191990629627,86
2.28010455140352,50.619302816287,87
2.39290217600218,50.6193036390667,88
2.505699832537,50.6192014457698,89
2.61849695567226,50.61899621518,90
2.73129310092884,50.6186880182379,91
2.84408793437846,50.6182771760896,92
2.95688116488234,50.6177637584243,93
3.06967226352932,50.617147441023,94
3.18246048691626,50.6164281108375,95
